학교명,날짜,학년,반,교시,과목
구암중학교,20231107,3,9,7,도덕
구암중학교,20231108,1,1,1,수학
구암중학교,20231108,1,1,2,음악
구암중학교,20231108,1,1,3,(자)예술·체육활동
구암중학교,20231108,1,1,4,과학
구암중학교,20231108,1,1,5,영어
구암중학교,20231108,1,1,6,기술·가정
구암중학교,20231108,1,2,1,국어
구암중학교,20231108,1,2,2,수학
구암중학교,20231108,1,2,3,생활 일본어
구암중학교,20231108,1,2,4,영어
구암중학교,20231108,1,2,5,(자)진로탐색활동
구암중학교,20231108,1,2,6,정보
구암중학교,20231108,1,3,1,정보
구암중학교,20231108,1,3,3,기술·가정
구암중학교,20231108,1,3,4,수학
구암중학교,20231108,1,3,6,과학
구암중학교,20231108,1,4,1,기술·가정
구암중학교,20231108,1,4,2,영어
구암중학교,20231108,1,4,3,정보
구암중학교,20231108,1,4,4,기술·가정
구암중학교,20231108,1,4,5,음악
구암중학교,20231108,1,4,6,(자)예술·체육활동
구암중학교,20231108,1,5,2,체육
구암중학교,20231108,1,5,3,미술
구암중학교,20231108,1,5,4,(자)예술·체육활동
구암중학교,20231108,1,5,5,정보
구암중학교,20231108,1,5,6,국어
구암중학교,20231108,1,6,1,영어
구암중학교,20231108,1,6,2,기술·가정
구암중학교,20231108,1,6,3,수학
구암중학교,20231108,1,6,4,사회
구암중학교,20231108,1,6,5,과학
구암중학교,20231108,1,6,6,생활 일본어
구암중학교,20231108,1,7,1,생활 일본어
구암중학교,20231108,1,7,2,(자)진로탐색활동
구암중학교,20231108,1,7,3,기술·가정
구암중학교,20231108,1,7,4,국어
구암중학교,20231108,1,7,5,사회
구암중학교,20231108,1,7,6,수학
구암중학교,20231108,1,8,1,과학
구암중학교,20231108,1,8,3,사회
구암중학교,20231108,1,8,4,생활 일본어
구암중학교,20231108,1,8,5,미술
구암중학교,20231108,1,8,6,(자)예술·체육활동
구암중학교,20231108,2,1,1,체육
구암중학교,20231108,2,1,2,수학
구암중학교,20231108,2,1,3,과학
구암중학교,20231108,2,1,4,도덕
구암중학교,20231108,2,1,5,동아리활동
구암중학교,20231108,2,1,6,과학
구암중학교,20231108,2,2,1,기술·가정
구암중학교,20231108,2,2,2,과학
구암중학교,20231108,2,2,3,체육
구암중학교,20231108,2,2,4,국어
구암중학교,20231108,2,2,5,동아리활동
구암중학교,20231108,2,2,6,과학
구암중학교,20231108,2,3,2,역사
구암중학교,20231108,2,3,3,영어
구암중학교,20231108,2,3,4,진로활동
구암중학교,20231108,2,3,5,동아리활동
구암중학교,20231108,2,3,6,기술·가정
구암중학교,20231108,2,4,1,체육
구암중학교,20231108,2,4,2,역사
구암중학교,20231108,2,4,3,한문
구암중학교,20231108,2,4,4,기술·가정
구암중학교,20231108,2,4,5,동아리활동
구암중학교,20231108,2,4,6,수학
구암중학교,20231108,2,5,1,국어
구암중학교,20231108,2,5,2,체육
구암중학교,20231108,2,5,3,수학
구암중학교,20231108,2,5,4,기술·가정
구암중학교,20231108,2,5,5,동아리활동
구암중학교,20231108,2,5,6,영어
구암중학교,20231108,2,6,1,기술·가정
구암중학교,20231108,2,6,2,국어
구암중학교,20231108,2,6,3,국어
구암중학교,20231108,2,6,4,체육
구암중학교,20231108,2,6,5,역사
구암중학교,20231108,2,6,6,동아리활동
구암중학교,20231108,2,7,1,수학
구암중학교,20231108,2,7,2,도덕
구암중학교,20231108,2,7,3,체육
구암중학교,20231108,2,7,4,한문
구암중학교,20231108,2,7,5,영어
구암중학교,20231108,2,7,6,동아리활동
구암중학교,20231108,2,8,1,도덕
구암중학교,20231108,2,8,2,체육
구암중학교,20231108,2,8,3,역사
구암중학교,20231108,2,8,5,수학
구암중학교,20231108,2,8,6,동아리활동
구암중학교,20231108,2,9,2,수학
구암중학교,20231108,2,9,3,과학
구암중학교,20231108,2,9,4,체육
구암중학교,20231108,2,9,5,기술·가정
구암중학교,20231108,2,9,6,동아리활동
구암중학교,20231108,3,1,1,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,1,2,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,1,3,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,1,4,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,1,5,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,1,6,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,2,1,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,2,2,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,2,3,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,2,4,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,2,5,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,2,6,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,3,1,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,3,2,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,3,3,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,3,4,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,3,5,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,3,6,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,4,1,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,4,2,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,4,3,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,4,4,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,4,5,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,4,6,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,5,1,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,5,2,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,5,3,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,5,4,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,5,5,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,5,6,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,6,1,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,6,2,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,6,3,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,6,4,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,6,5,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,6,6,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,7,1,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,7,2,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,7,3,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,7,4,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,7,5,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,7,6,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,8,1,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,8,2,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,8,3,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,8,4,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,8,5,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,8,6,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,9,1,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,9,2,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,9,3,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,9,4,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,9,5,3학년 미래역량 캠프-진로활동
구암중학교,20231108,3,9,6,3학년 미래역량 캠프-진로활동
구암중학교,20231102,1,1,2,체육
구암중학교,20231102,1,1,3,도덕
구암중학교,20231102,1,1,4,미술
구암중학교,20231102,1,1,6,영어
구암중학교,20231102,1,1,7,환경
구암중학교,20231102,1,2,1,체육
구암중학교,20231102,1,2,2,환경
구암중학교,20231102,1,2,3,국어
구암중학교,20231102,1,2,5,사회
구암중학교,20231102,1,2,6,도덕
구암중학교,20231102,1,2,7,수학
구암중학교,20231102,1,3,1,수학
구암중학교,20231102,1,3,2,도덕
구암중학교,20231102,1,3,3,영어
구암중학교,20231102,1,3,4,사회
구암중학교,20231102,1,3,5,과학
구암중학교,20231102,1,3,6,체육
구암중학교,20231102,1,3,7,국어
구암중학교,20231102,1,4,1,영어
구암중학교,20231102,1,4,2,과학
구암중학교,20231102,1,4,3,체육
구암중학교,20231102,1,4,4,환경
구암중학교,20231102,1,4,5,도덕
구암중학교,20231102,1,4,6,수학
구암중학교,20231102,1,4,7,진로와 직업
구암중학교,20231102,1,5,1,기술·가정
구암중학교,20231102,1,5,3,수학
구암중학교,20231102,1,5,4,영어
구암중학교,20231102,1,5,5,체육
구암중학교,20231102,1,5,6,환경
구암중학교,20231102,1,5,7,사회
구암중학교,20231102,2,1,1,체육
구암중학교,20231102,2,1,2,국어
구암중학교,20231102,2,1,3,과학
구암중학교,20231102,2,1,4,역사
구암중학교,20231102,2,1,5,정보
구암중학교,20231102,2,1,6,수학
구암중학교,20231102,2,2,1,국어
구암중학교,20231102,2,2,2,역사
구암중학교,20231102,2,2,3,기술·가정
구암중학교,20231102,2,2,4,수학
구암중학교,20231102,2,2,5,영어
구암중학교,20231102,2,2,6,과학
구암중학교,20231102,2,2,7,체육
구암중학교,20231102,2,3,1,수학
구암중학교,20231102,2,3,2,정보
구암중학교,20231102,2,3,3,영어
구암중학교,20231102,2,3,5,국어
구암중학교,20231102,2,3,6,도덕
구암중학교,20231102,2,3,7,기술·가정
구암중학교,20231102,2,4,1,정보
구암중학교,20231102,2,4,3,수학
구암중학교,20231102,2,4,4,체육
구암중학교,20231102,2,4,5,역사
구암중학교,20231102,2,4,6,기술·가정
구암중학교,20231102,2,4,7,영어
구암중학교,20231102,3,1,1,1회고사-영어
구암중학교,20231102,3,1,2,과학
구암중학교,20231102,3,1,3,1회고사-사회
구암중학교,20231102,3,2,1,1회고사-영어
구암중학교,20231102,3,2,2,보건
구암중학교,20231102,3,2,3,1회고사-사회
구암중학교,20231102,3,3,1,1회고사-영어
구암중학교,20231102,3,3,2,국어
구암중학교,20231102,3,3,3,1회고사-사회
구암중학교,20231102,3,4,1,1회고사-영어
구암중학교,20231102,3,4,2,사회
구암중학교,20231102,3,4,3,1회고사-사회
구암중학교,20231102,3,5,1,1회고사-영어
구암중학교,20231102,3,5,2,기술·가정
구암중학교,20231102,3,5,3,1회고사-사회
구암중학교,20231103,1,1,1,수학
구암중학교,20231103,1,1,2,국어
구암중학교,20231103,1,1,3,영어
구암중학교,20231103,1,1,4,진로와 직업
구암중학교,20231103,1,1,5,과학
구암중학교,20231103,1,1,6,사회
구암중학교,20231103,1,2,1,도덕
구암중학교,20231103,1,2,4,체육
구암중학교,20231103,1,2,5,진로와 직업
구암중학교,20231103,1,2,6,미술
구암중학교,20231103,1,3,1,체육
구암중학교,20231103,1,3,2,사회
구암중학교,20231103,1,3,3,미술
구암중학교,20231103,1,3,5,기술·가정
구암중학교,20231103,1,3,6,국어
구암중학교,20231103,1,4,1,사회
구암중학교,20231103,1,4,2,기술·가정
구암중학교,20231103,1,4,3,수학
구암중학교,20231103,1,4,4,영어
구암중학교,20231103,1,4,5,국어
구암중학교,20231103,1,5,2,체육
구암중학교,20231103,1,5,3,국어
구암중학교,20231103,1,5,4,도덕
구암중학교,20231103,1,5,5,수학
구암중학교,20231103,1,5,6,영어
구암중학교,20231103,2,1,1,과학
구암중학교,20231103,2,1,2,기술·가정
구암중학교,20231103,2,1,3,역사
구암중학교,20231103,2,1,4,도덕
구암중학교,20231103,2,1,5,국어
구암중학교,20231103,2,1,6,수학
구암중학교,20231103,2,2,1,체육
구암중학교,20231103,2,2,2,국어
구암중학교,20231103,2,2,3,수학
구암중학교,20231103,2,2,4,과학
구암중학교,20231103,2,2,5,미술
구암중학교,20231103,2,2,6,역사
구암중학교,20231103,2,3,1,기술·가정
구암중학교,20231103,2,3,2,역사
구암중학교,20231103,2,3,3,국어
구암중학교,20231103,2,3,4,체육
구암중학교,20231103,2,3,5,수학
구암중학교,20231103,2,3,6,과학
구암중학교,20231103,2,4,2,음악
구암중학교,20231103,2,4,3,과학
구암중학교,20231103,2,4,4,기술·가정
구암중학교,20231103,2,4,5,도덕
구암중학교,20231103,2,4,6,국어
구암중학교,20231103,3,1,1,1회고사-수학
구암중학교,20231103,3,1,2,영어
구암중학교,20231103,3,1,3,1회고사-역사
구암중학교,20231103,3,2,1,1회고사-수학
구암중학교,20231103,3,2,2,사회
구암중학교,20231103,3,2,3,1회고사-역사
구암중학교,20231103,3,3,1,1회고사-수학
구암중학교,20231103,3,3,2,미술
구암중학교,20231103,3,3,3,1회고사-역사
구암중학교,20231103,3,4,1,1회고사-수학
구암중학교,20231103,3,4,3,1회고사-역사
구암중학교,20231103,3,5,1,1회고사-수학
구암중학교,20231103,3,5,2,국어
구암중학교,20231103,3,5,3,1회고사-역사
구암중학교,20231106,1,1,2,과학
구암중학교,20231106,1,1,4,도덕
구암중학교,20231106,1,1,6,동아리활동
구암중학교,20231106,1,2,1,영어
구암중학교,20231106,1,2,2,체육
구암중학교,20231106,1,2,3,도덕
구암중학교,20231106,1,2,4,국어
구암중학교,20231106,1,2,5,수학
구암중학교,20231106,1,2,6,동아리활동
구암중학교,20231106,1,3,1,음악
구암중학교,20231106,1,3,2,수학
구암중학교,20231106,1,3,3,영어
구암중학교,20231106,1,3,4,과학
구암중학교,20231106,1,3,5,동아리활동
구암중학교,20231106,1,3,6,도덕
구암중학교,20231106,1,4,1,체육
구암중학교,20231106,1,4,2,도덕
구암중학교,20231106,1,4,5,동아리활동
구암중학교,20231106,1,5,2,사회
구암중학교,20231106,1,5,3,국어
구암중학교,20231106,1,5,4,음악
구암중학교,20231106,1,5,5,동아리활동
구암중학교,20231106,1,5,6,영어
구암중학교,20231106,2,1,1,기술·가정
구암중학교,20231106,2,1,2,동아리활동
구암중학교,20231106,2,1,3,체육
구암중학교,20231106,2,1,4,도덕
구암중학교,20231106,2,1,6,미술
구암중학교,20231106,2,2,1,수학
구암중학교,20231106,2,2,2,동아리활동
구암중학교,20231106,2,2,4,체육
구암중학교,20231106,2,2,5,영어
구암중학교,20231106,2,2,6,도덕
구암중학교,20231106,2,3,1,동아리활동
구암중학교,20231106,2,3,3,과학
구암중학교,20231106,2,3,4,미술
구암중학교,20231106,2,3,6,기술·가정
구암중학교,20231106,2,4,1,동아리활동
구암중학교,20231106,2,4,3,진로와 직업
구암중학교,20231106,2,4,6,과학
구암중학교,20231106,3,1,1,기술·가정
구암중학교,20231106,3,1,2,영어
구암중학교,20231106,3,1,3,국어
구암중학교,20231106,3,1,4,동아리활동
구암중학교,20231106,3,1,5,과학
구암중학교,20231106,3,1,6,역사
구암중학교,20231106,3,2,1,수학
구암중학교,20231106,3,2,3,과학
구암중학교,20231106,3,2,4,동아리활동
구암중학교,20231106,3,2,5,역사
구암중학교,20231106,3,3,1,영어
구암중학교,20231106,3,3,2,음악
구암중학교,20231106,3,3,3,동아리활동
구암중학교,20231106,3,3,4,국어
구암중학교,20231106,3,4,2,사회
구암중학교,20231106,3,4,3,동아리활동
구암중학교,20231106,3,4,4,영어
구암중학교,20231106,3,4,5,기술·가정
구암중학교,20231106,3,4,6,음악
구암중학교,20231106,3,5,1,국어
구암중학교,20231106,3,5,2,기술·가정
구암중학교,20231106,3,5,3,동아리활동
구암중학교,20231106,3,5,4,사회
구암중학교,20231106,3,5,5,진로와 직업
구암중학교,20231106,3,5,6,과학
구암중학교,20231107,1,1,1,영어
구암중학교,20231107,1,1,2,수학
구암중학교,20231107,1,1,3,음악
구암중학교,20231107,1,1,4,기술·가정
구암중학교,20231107,1,1,5,체육
구암중학교,20231107,1,2,1,음악
구암중학교,20231107,1,2,2,기술·가정
구암중학교,20231107,1,2,3,과학
구암중학교,20231107,1,2,4,영어
구암중학교,20231107,1,2,7,수학
구암중학교,20231107,1,3,1,수학
구암중학교,20231107,1,3,2,과학
구암중학교,20231107,1,3,3,국어
구암중학교,20231107,1,3,4,체육
구암중학교,20231107,1,3,5,환경
구암중학교,20231107,1,3,7,도덕
구암중학교,20231107,1,4,1,국어
구암중학교,20231107,1,4,2,도덕
구암중학교,20231107,1,4,3,영어
구암중학교,20231107,1,4,4,음악
구암중학교,20231107,1,4,6,사회
구암중학교,20231107,1,4,7,기술·가정
구암중학교,20231107,1,5,1,도덕
구암중학교,20231107,1,5,2,국어
구암중학교,20231107,1,5,4,진로와 직업
구암중학교,20231107,1,5,5,사회
구암중학교,20231107,1,5,6,체육
구암중학교,20231107,1,5,7,과학
구암중학교,20231107,2,1,1,역사
구암중학교,20231107,2,1,2,음악
구암중학교,20231107,2,1,3,과학
구암중학교,20231107,2,1,4,국어
구암중학교,20231107,2,1,6,도덕
구암중학교,20231107,2,1,7,영어
구암중학교,20231107,2,2,2,기술·가정
구암중학교,20231107,2,2,3,정보
구암중학교,20231107,2,2,4,진로와 직업
구암중학교,20231107,2,2,5,역사
구암중학교,20231107,2,2,6,영어
구암중학교,20231107,2,3,2,수학
구암중학교,20231107,2,3,3,체육
구암중학교,20231107,2,3,4,역사
구암중학교,20231107,2,3,5,영어
구암중학교,20231107,2,3,6,과학
구암중학교,20231107,2,3,7,음악
구암중학교,20231107,2,4,2,역사
구암중학교,20231107,2,4,4,수학
구암중학교,20231107,2,4,5,과학
구암중학교,20231107,2,4,6,미술
구암중학교,20231107,2,4,7,체육
구암중학교,20231107,3,1,1,미술
구암중학교,20231107,3,1,2,동아리활동
구암중학교,20231107,3,1,3,과학
구암중학교,20231107,3,1,4,국어
구암중학교,20231107,3,1,5,진로와 직업
구암중학교,20231107,3,1,7,사회
구암중학교,20231107,3,2,2,동아리활동
구암중학교,20231107,3,2,3,영어
구암중학교,20231107,3,2,4,미술
구암중학교,20231107,3,2,5,음악
구암중학교,20231107,3,2,6,기술·가정
구암중학교,20231107,3,2,7,진로와 직업
구암중학교,20231107,3,3,1,동아리활동
구암중학교,20231107,3,3,2,사회
구암중학교,20231107,3,3,3,국어
구암중학교,20231107,3,3,4,역사
구암중학교,20231107,3,3,5,보건
구암중학교,20231107,3,3,6,과학
구암중학교,20231107,3,4,1,동아리활동
구암중학교,20231107,3,4,2,미술
구암중학교,20231107,3,4,4,영어
구암중학교,20231107,3,4,5,역사
구암중학교,20231107,3,4,6,국어
구암중학교,20231107,3,5,1,동아리활동
구암중학교,20231107,3,5,2,역사
구암중학교,20231107,3,5,4,수학
구암중학교,20231107,3,5,5,과학
구암중학교,20231107,3,5,6,영어
구암중학교,20231107,3,5,7,국어
구암중학교,20231108,1,1,1,체육
구암중학교,20231108,1,1,2,사회
구암중학교,20231108,1,1,5,동아리활동
구암중학교,20231108,1,1,6,진로활동
구암중학교,20231108,1,2,1,과학
구암중학교,20231108,1,2,2,국어
구암중학교,20231108,1,2,3,사회
구암중학교,20231108,1,2,4,수학
구암중학교,20231108,1,2,5,동아리활동
구암중학교,20231108,1,2,6,진로활동
구암중학교,20231108,1,3,1,국어
구암중학교,20231108,1,3,2,진로와 직업
구암중학교,20231108,1,3,3,영어
구암중학교,20231108,1,3,4,사회
구암중학교,20231108,1,3,5,동아리활동
구암중학교,20231108,1,3,6,진로활동
구암중학교,20231108,1,4,1,미술
구암중학교,20231108,1,4,2,체육
구암중학교,20231108,1,4,3,사회
구암중학교,20231108,1,4,4,국어
구암중학교,20231108,1,4,5,동아리활동
구암중학교,20231108,1,4,6,진로활동
구암중학교,20231108,1,5,2,도덕
구암중학교,20231108,1,5,3,기술·가정
구암중학교,20231108,1,5,4,미술
구암중학교,20231108,1,5,5,동아리활동
구암중학교,20231108,1,5,6,진로활동
구암중학교,20231108,2,1,1,과학
구암중학교,20231108,2,1,4,기술·가정
구암중학교,20231108,2,1,5,체육
구암중학교,20231108,2,1,6,동아리활동
구암중학교,20231108,2,2,3,과학
구암중학교,20231108,2,2,5,도덕
구암중학교,20231108,2,2,6,동아리활동
구암중학교,20231108,2,3,1,체육
구암중학교,20231108,2,3,3,국어
구암중학교,20231108,2,3,4,진로와 직업
구암중학교,20231108,2,3,5,수학
구암중학교,20231108,2,3,6,동아리활동
구암중학교,20231108,2,4,1,국어
구암중학교,20231108,2,4,2,기술·가정
구암중학교,20231108,2,4,3,체육
구암중학교,20231108,2,4,4,역사
구암중학교,20231108,2,4,5,영어
구암중학교,20231108,2,4,6,동아리활동
구암중학교,20231108,3,1,1,국어
구암중학교,20231108,3,1,2,영어
구암중학교,20231108,3,1,3,과학
구암중학교,20231108,3,1,4,사회
구암중학교,20231108,3,1,5,체육
구암중학교,20231108,3,2,1,역사
구암중학교,20231108,3,2,2,체육
구암중학교,20231108,3,2,3,영어
구암중학교,20231108,3,2,4,과학
구암중학교,20231108,3,2,5,국어
구암중학교,20231108,3,3,2,과학
구암중학교,20231108,3,3,3,기술·가정
구암중학교,20231108,3,3,4,체육
구암중학교,20231108,3,3,5,역사
구암중학교,20231108,3,4,1,수학
구암중학교,20231108,3,4,2,과학
구암중학교,20231108,3,4,3,음악
구암중학교,20231108,3,4,4,국어
구암중학교,20231108,3,4,5,미술
구암중학교,20231108,3,5,1,사회
구암중학교,20231108,3,5,2,국어
구암중학교,20231108,3,5,3,수학
구암중학교,20231108,3,5,4,음악
구암중학교,20231108,3,5,5,영어
구암중학교,20231108,3,5,6,동아리활동
